,title,label,new_title,Tokeniz,new_title2,stemmed_title
3118,Korban Tewas di Gaza Akibat Serangan Israel Tembus 39 Ribu Jiwa,hard,korban tewas di gaza akibat serangan israel tembus ribu jiwa,"['korban', 'tewas', 'di', 'gaza', 'akibat', 'serangan', 'israel', 'tembus', 'ribu', 'jiwa']","['korban', 'tewas', 'gaza', 'akibat', 'serangan', 'israel', 'tembus', 'ribu', 'jiwa']","['korban', 'tewas', 'gaza', 'akibat', 'serang', 'israel', 'tembus', 'ribu', 'jiwa']"
3119,MUI: Judi Online Punya Daya Rusak Seperti Narkoba dan Miras,hard,mui judi online punya daya rusak seperti narkoba dan miras,"['mui', 'judi', 'online', 'punya', 'daya', 'rusak', 'seperti', 'narkoba', 'dan', 'miras']","['mui', 'judi', 'online', 'daya', 'rusak', 'narkoba', 'miras']","['mui', 'judi', 'online', 'daya', 'rusak', 'narkoba', 'miras']"
3120,"Mutasi Dirnarkoba Polda Banten, Kombes Iman Imanuddin Digantikan Kombes Erlin",hard,mutasi dirnarkoba polda banten kombes iman imanuddin digantikan kombes erlin,"['mutasi', 'dirnarkoba', 'polda', 'banten', 'kombes', 'iman', 'imanuddin', 'digantikan', 'kombes', 'erlin']","['mutasi', 'dirnarkoba', 'polda', 'banten', 'kombes', 'iman', 'imanuddin', 'digantikan', 'kombes', 'erlin']","['mutasi', 'dirnarkoba', 'polda', 'banten', 'kombes', 'iman', 'imanuddin', 'ganti', 'kombes', 'erlin']"
3121,Seruan 'Surga Rakyat' dari Kim Jong Un di Peringatan Perang Korea,hard,seruan surga rakyat dari kim jong un di peringatan perang korea,"['seruan', 'surga', 'rakyat', 'dari', 'kim', 'jong', 'un', 'di', 'peringatan', 'perang', 'korea']","['seruan', 'surga', 'rakyat', 'kim', 'jong', 'un', 'peringatan', 'perang', 'korea']","['seru', 'surga', 'rakyat', 'kim', 'jong', 'un', 'ingat', 'perang', 'korea']"
3122,3 Tokoh Cerita Pengalaman Rawat Mangrove di Tengah Krisis Lingkungan,soft,tokoh cerita pengalaman rawat mangrove di tengah krisis lingkungan,"['tokoh', 'cerita', 'pengalaman', 'rawat', 'mangrove', 'di', 'tengah', 'krisis', 'lingkungan']","['tokoh', 'cerita', 'pengalaman', 'rawat', 'mangrove', 'krisis', 'lingkungan']","['tokoh', 'cerita', 'alam', 'rawat', 'mangrove', 'krisis', 'lingkung']"
3123,Kapolri Harap Kejuaraan Bulutangkis Kapolri Cup 2024 Ajang Jaring Atlet Baru,hard,kapolri harap kejuaraan bulutangkis kapolri cup ajang jaring atlet baru,"['kapolri', 'harap', 'kejuaraan', 'bulutangkis', 'kapolri', 'cup', 'ajang', 'jaring', 'atlet', 'baru']","['kapolri', 'harap', 'kejuaraan', 'bulutangkis', 'kapolri', 'cup', 'ajang', 'jaring', 'atlet']","['kapolri', 'harap', 'juara', 'bulutangkis', 'kapolri', 'cup', 'ajang', 'jaring', 'atlet']"
3124,"Bapak di Jakpus Terjepit di Bak Penampung Air Sempit, Damkar Evakuasi",hard,bapak di jakpus terjepit di bak penampung air sempit damkar evakuasi,"['bapak', 'di', 'jakpus', 'terjepit', 'di', 'bak', 'penampung', 'air', 'sempit', 'damkar', 'evakuasi']","['jakpus', 'terjepit', 'bak', 'penampung', 'air', 'sempit', 'damkar', 'evakuasi']","['jakpus', 'jepit', 'bak', 'tampung', 'air', 'sempit', 'damkar', 'evakuasi']"
3125,Kirab Ki Ageng Pandanaran Diharap Dorong Semangat Warga Bangun Semarang,hard,kirab ki ageng pandanaran diharap dorong semangat warga bangun semarang,"['kirab', 'ki', 'ageng', 'pandanaran', 'diharap', 'dorong', 'semangat', 'warga', 'bangun', 'semarang']","['kirab', 'ki', 'ageng', 'pandanaran', 'diharap', 'dorong', 'semangat', 'bangun', 'semarang']","['kirab', 'ki', 'ageng', 'pandanaran', 'harap', 'dorong', 'semangat', 'bangun', 'semarang']"
3126,Rencana Monas Dibuka Sampai Malam saat Akhir Pekan,hard,rencana monas dibuka sampai malam saat akhir pekan,"['rencana', 'monas', 'dibuka', 'sampai', 'malam', 'saat', 'akhir', 'pekan']","['rencana', 'monas', 'dibuka', 'malam', 'pekan']","['rencana', 'monas', 'buka', 'malam', 'pekan']"
3127,Polres Bandara Soetta Gencar Sosialisasi Keselamatan Beralu Lintas,hard,polres bandara soetta gencar sosialisasi keselamatan beralu lintas,"['polres', 'bandara', 'soetta', 'gencar', 'sosialisasi', 'keselamatan', 'beralu', 'lintas']","['polres', 'bandara', 'soetta', 'gencar', 'sosialisasi', 'keselamatan', 'beralu', 'lintas']","['polres', 'bandara', 'soetta', 'gencar', 'sosialisasi', 'selamat', 'alu', 'lintas']"
3128,Komite Arsitek Muda Soroti Rencana Penerapan BMAD,hard,komite arsitek muda soroti rencana penerapan bmad,"['komite', 'arsitek', 'muda', 'soroti', 'rencana', 'penerapan', 'bmad']","['komite', 'arsitek', 'muda', 'soroti', 'rencana', 'penerapan', 'bmad']","['komite', 'arsitek', 'muda', 'sorot', 'rencana', 'terap', 'bmad']"
3129,Waka MPR Bicara Strategi Promosikan Wisata Daerah Lewat Medsos,hard,waka mpr bicara strategi promosikan wisata daerah lewat medsos,"['waka', 'mpr', 'bicara', 'strategi', 'promosikan', 'wisata', 'daerah', 'lewat', 'medsos']","['waka', 'mpr', 'bicara', 'strategi', 'promosikan', 'wisata', 'daerah', 'medsos']","['waka', 'mpr', 'bicara', 'strategi', 'promosi', 'wisata', 'daerah', 'medsos']"
3130,"Pemotor Tewas Kecelakaan di Tendean Jaksel, Lalin Macet",hard,pemotor tewas kecelakaan di tendean jaksel lalin macet,"['pemotor', 'tewas', 'kecelakaan', 'di', 'tendean', 'jaksel', 'lalin', 'macet']","['pemotor', 'tewas', 'kecelakaan', 'tendean', 'jaksel', 'lalin', 'macet']","['motor', 'tewas', 'celaka', 'tendean', 'jaksel', 'lalin', 'macet']"
3131,"Si Panjang Tangan Beraksi, Bantal Canggih di Whoosh Dicuri",hard,si panjang tangan beraksi bantal canggih di whoosh dicuri,"['si', 'panjang', 'tangan', 'beraksi', 'bantal', 'canggih', 'di', 'whoosh', 'dicuri']","['si', 'tangan', 'beraksi', 'bantal', 'canggih', 'whoosh', 'dicuri']","['si', 'tangan', 'aksi', 'bantal', 'canggih', 'whoosh', 'curi']"
3132,PWNU DKI Minta Kader Muda Ikut Awasi Transisi DKI ke DKJ,hard,pwnu dki minta kader muda ikut awasi transisi dki ke dkj,"['pwnu', 'dki', 'minta', 'kader', 'muda', 'ikut', 'awasi', 'transisi', 'dki', 'ke', 'dkj']","['pwnu', 'kader', 'muda', 'awasi', 'transisi', 'dkj']","['pwnu', 'kader', 'muda', 'awas', 'transisi', 'dkj']"
3133,Bejat! 7 Pemuda di Jember Cabuli Gadis Usai Pesta Miras,hard,bejat pemuda di jember cabuli gadis usai pesta miras,"['bejat', 'pemuda', 'di', 'jember', 'cabuli', 'gadis', 'usai', 'pesta', 'miras']","['bejat', 'pemuda', 'jember', 'cabuli', 'gadis', 'pesta', 'miras']","['bejat', 'pemuda', 'jember', 'cabul', 'gadis', 'pesta', 'miras']"
3134,Polisi Tangkap 2 Maling Modus Ganjal ATM di Kampus Bogor,hard,polisi tangkap maling modus ganjal atm di kampus bogor,"['polisi', 'tangkap', 'maling', 'modus', 'ganjal', 'atm', 'di', 'kampus', 'bogor']","['polisi', 'tangkap', 'maling', 'modus', 'ganjal', 'atm', 'kampus']","['polisi', 'tangkap', 'maling', 'modus', 'ganjal', 'atm', 'kampus']"
3135,As SDM Kapolri Tegaskan Kuota Khusus-Rekpro Seleksi Pusat Taruna Akpol Dihapus,hard,as sdm kapolri tegaskan kuota khususrekpro seleksi pusat taruna akpol dihapus,"['as', 'sdm', 'kapolri', 'tegaskan', 'kuota', 'khususrekpro', 'seleksi', 'pusat', 'taruna', 'akpol', 'dihapus']","['as', 'sdm', 'kapolri', 'tegaskan', 'kuota', 'khususrekpro', 'seleksi', 'pusat', 'taruna', 'akpol', 'dihapus']","['as', 'sdm', 'kapolri', 'tegas', 'kuota', 'khususrekpro', 'seleksi', 'pusat', 'taruna', 'akpol', 'hapus']"
3136,"Demi Kemanusiaan, Bamsoet Tegaskan Dukungan untuk Kemerdekaan Palestina",hard,demi kemanusiaan bamsoet tegaskan dukungan untuk kemerdekaan palestina,"['demi', 'kemanusiaan', 'bamsoet', 'tegaskan', 'dukungan', 'untuk', 'kemerdekaan', 'palestina']","['kemanusiaan', 'bamsoet', 'tegaskan', 'dukungan', 'kemerdekaan', 'palestina']","['manusia', 'bamsoet', 'tegas', 'dukung', 'merdeka', 'palestina']"
3137,"Wanita Tewas Bersimbah Darah di Hutan Maluku, Kondisi Setengah Bugil",hard,wanita tewas bersimbah darah di hutan maluku kondisi setengah bugil,"['wanita', 'tewas', 'bersimbah', 'darah', 'di', 'hutan', 'maluku', 'kondisi', 'setengah', 'bugil']","['wanita', 'tewas', 'bersimbah', 'darah', 'hutan', 'maluku', 'kondisi', 'bugil']","['wanita', 'tewas', 'simbah', 'darah', 'hutan', 'malu', 'kondisi', 'bugil']"
3138,KPU Susun PKPU soal Dana Kampanye hingga Logistik Pilkada 2024,hard,kpu susun pkpu soal dana kampanye hingga logistik pilkada,"['kpu', 'susun', 'pkpu', 'soal', 'dana', 'kampanye', 'hingga', 'logistik', 'pilkada']","['kpu', 'susun', 'pkpu', 'dana', 'kampanye', 'logistik', 'pilkada']","['kpu', 'susun', 'pkpu', 'dana', 'kampanye', 'logistik', 'pilkada']"
3139,Gaya Jokowi Berjaket Nusantara Motoran Bareng Artis di IKN,soft,gaya jokowi berjaket nusantara motoran bareng artis di ikn,"['gaya', 'jokowi', 'berjaket', 'nusantara', 'motoran', 'bareng', 'artis', 'di', 'ikn']","['gaya', 'berjaket', 'nusantara', 'motoran', 'bareng', 'artis', 'ikn']","['gaya', 'jaket', 'nusantara', 'motor', 'bareng', 'artis', 'ikn']"
3140,Momen Haru Keluarga Catar Akpol di Pengumuman Sidang Akhir Seleksi,soft,momen haru keluarga catar akpol di pengumuman sidang akhir seleksi,"['momen', 'haru', 'keluarga', 'catar', 'akpol', 'di', 'pengumuman', 'sidang', 'akhir', 'seleksi']","['momen', 'haru', 'keluarga', 'catar', 'akpol', 'pengumuman', 'sidang', 'seleksi']","['momen', 'haru', 'keluarga', 'catar', 'akpol', 'umum', 'sidang', 'seleksi']"
3141,Satgas Impor Ilegal Dinilai Harus Efektif Lindungi Industri Keramik,hard,satgas impor ilegal dinilai harus efektif lindungi industri keramik,"['satgas', 'impor', 'ilegal', 'dinilai', 'harus', 'efektif', 'lindungi', 'industri', 'keramik']","['satgas', 'impor', 'ilegal', 'dinilai', 'efektif', 'lindungi', 'industri', 'keramik']","['satgas', 'impor', 'ilegal', 'nilai', 'efektif', 'lindung', 'industri', 'keramik']"
3142,Djarot: PDIP Tak Akan Biarkan Bobby Lawan Kotak Kosong di Sumut,hard,djarot pdip tak akan biarkan bobby lawan kotak kosong di sumut,"['djarot', 'pdip', 'tak', 'akan', 'biarkan', 'bobby', 'lawan', 'kotak', 'kosong', 'di', 'sumut']","['djarot', 'pdip', 'biarkan', 'bobby', 'lawan', 'kotak', 'kosong', 'sumut']","['djarot', 'pdip', 'biar', 'bobby', 'lawan', 'kotak', 'kosong', 'sumut']"
3143,"Simulasi Pilgub Sumut LSI: Siapapun Pasangannya Bobby Capai 50%, Edy 30%",hard,simulasi pilgub sumut lsi siapapun pasangannya bobby capai edy,"['simulasi', 'pilgub', 'sumut', 'lsi', 'siapapun', 'pasangannya', 'bobby', 'capai', 'edy']","['simulasi', 'pilgub', 'sumut', 'lsi', 'pasangannya', 'bobby', 'capai', 'edy']","['simulasi', 'pilgub', 'sumut', 'lsi', 'pasang', 'bobby', 'capai', 'edy']"
3144,Saling Sinis Trump Vs Kamala Harris,hard,saling sinis trump vs kamala harris,"['saling', 'sinis', 'trump', 'vs', 'kamala', 'harris']","['sinis', 'trump', 'vs', 'kamala', 'harris']","['sinis', 'trump', 'vs', 'kamala', 'harris']"
3145,Wali Kota Semarang Ajak Kepala Daerah Se-Kedungsepur Lestarikan Budaya,hard,wali kota semarang ajak kepala daerah sekedungsepur lestarikan budaya,"['wali', 'kota', 'semarang', 'ajak', 'kepala', 'daerah', 'sekedungsepur', 'lestarikan', 'budaya']","['wali', 'kota', 'semarang', 'ajak', 'kepala', 'daerah', 'sekedungsepur', 'lestarikan', 'budaya']","['wali', 'kota', 'semarang', 'ajak', 'kepala', 'daerah', 'sekedungsepur', 'lestari', 'budaya']"
3146,"Survei Cawagub Sumut LSI: Ijeck 37,9%, Nikson 8,6%, Prananda Paloh 6,1%",hard,survei cawagub sumut lsi ijeck nikson prananda paloh,"['survei', 'cawagub', 'sumut', 'lsi', 'ijeck', 'nikson', 'prananda', 'paloh']","['survei', 'cawagub', 'sumut', 'lsi', 'ijeck', 'nikson', 'prananda', 'paloh']","['survei', 'cawagub', 'sumut', 'lsi', 'ijeck', 'nikson', 'prananda', 'paloh']"
3147,Konflik dengan Manusia Jadi Ancaman Serius Terhadap Populasi Harimau,hard,konflik dengan manusia jadi ancaman serius terhadap populasi harimau,"['konflik', 'dengan', 'manusia', 'jadi', 'ancaman', 'serius', 'terhadap', 'populasi', 'harimau']","['konflik', 'manusia', 'ancaman', 'serius', 'populasi', 'harimau']","['konflik', 'manusia', 'ancam', 'serius', 'populasi', 'harimau']"
3148,"Hasil Pileg 2024 Usai Putusan MK: PDIP Pertama, Disusul Golkar-Gerindra",hard,hasil pileg usai putusan mk pdip pertama disusul golkargerindra,"['hasil', 'pileg', 'usai', 'putusan', 'mk', 'pdip', 'pertama', 'disusul', 'golkargerindra']","['hasil', 'pileg', 'putusan', 'mk', 'pdip', 'disusul', 'golkargerindra']","['hasil', 'pileg', 'putus', 'mk', 'pdip', 'susul', 'golkargerindra']"
3149,"Jaga Populasi Harimau, Artha Graha Peduli-TWNC Gelar Global Tiger Day",soft,jaga populasi harimau artha graha pedulitwnc gelar global tiger day,"['jaga', 'populasi', 'harimau', 'artha', 'graha', 'pedulitwnc', 'gelar', 'global', 'tiger', 'day']","['jaga', 'populasi', 'harimau', 'artha', 'graha', 'pedulitwnc', 'gelar', 'global', 'tiger', 'day']","['jaga', 'populasi', 'harimau', 'artha', 'graha', 'pedulitwnc', 'gelar', 'global', 'tiger', 'day']"
3150,Perindo Berikan 50 Rekomendasi Calon Kepala Daerah di Pilkada 2024,hard,perindo berikan rekomendasi calon kepala daerah di pilkada,"['perindo', 'berikan', 'rekomendasi', 'calon', 'kepala', 'daerah', 'di', 'pilkada']","['perindo', 'rekomendasi', 'calon', 'kepala', 'daerah', 'pilkada']","['perindo', 'rekomendasi', 'calon', 'kepala', 'daerah', 'pilkada']"
3151,"Diusulkan PAN Duet dengan Zita Anjani, Anies Terima Kasih ke Zulhas",hard,diusulkan pan duet dengan zita anjani anies terima kasih ke zulhas,"['diusulkan', 'pan', 'duet', 'dengan', 'zita', 'anjani', 'anies', 'terima', 'kasih', 'ke', 'zulhas']","['diusulkan', 'pan', 'duet', 'zita', 'anjani', 'terima', 'kasih']","['usul', 'pan', 'duet', 'zita', 'anjani', 'terima', 'kasih']"
3152,"Anies: Saya dan Pak Ahok Komunikasi Terus, Suka WA-an",hard,anies saya dan pak ahok komunikasi terus suka waan,"['anies', 'saya', 'dan', 'pak', 'ahok', 'komunikasi', 'terus', 'suka', 'waan']","['ahok', 'komunikasi', 'suka', 'waan']","['ahok', 'komunikasi', 'suka', 'waan']"
3153,Sambangi Tabligh Akbar di Istiqlal Anies Didoakan Sukses di Pilkada Jakarta,hard,sambangi tabligh akbar di istiqlal anies didoakan sukses di pilkada jakarta,"['sambangi', 'tabligh', 'akbar', 'di', 'istiqlal', 'anies', 'didoakan', 'sukses', 'di', 'pilkada', 'jakarta']","['sambangi', 'tabligh', 'akbar', 'istiqlal', 'didoakan', 'sukses', 'pilkada']","['sambang', 'tabligh', 'akbar', 'istiqlal', 'doa', 'sukses', 'pilkada']"
3154,"Perlawanan Balik Tiko Aryawardhana, Kini Polisikan Eks Istri",hard,perlawanan balik tiko aryawardhana kini polisikan eks istri,"['perlawanan', 'balik', 'tiko', 'aryawardhana', 'kini', 'polisikan', 'eks', 'istri']","['perlawanan', 'tiko', 'aryawardhana', 'polisikan', 'eks', 'istri']","['lawan', 'tiko', 'aryawardhana', 'polisi', 'eks', 'istri']"
3155,"Gempa M 3,8 Terjadi di Pariaman Sumbar",hard,gempa m terjadi di pariaman sumbar,"['gempa', 'm', 'terjadi', 'di', 'pariaman', 'sumbar']","['gempa', 'pariaman', 'sumbar']","['gempa', 'pariaman', 'sumbar']"
3156,Fadel Muhammad Sebut Banyak Pihak Usulkan Perubahan terhadap UUD,hard,fadel muhammad sebut banyak pihak usulkan perubahan terhadap uud,"['fadel', 'muhammad', 'sebut', 'banyak', 'pihak', 'usulkan', 'perubahan', 'terhadap', 'uud']","['fadel', 'muhammad', 'usulkan', 'perubahan', 'uud']","['fadel', 'muhammad', 'usul', 'ubah', 'uud']"
3157,Saran Pemprov DKI Beri Pelatihan Kerja ke Gen Z demi Atasi Pengangguran,hard,saran pemprov dki beri pelatihan kerja ke gen z demi atasi pengangguran,"['saran', 'pemprov', 'dki', 'beri', 'pelatihan', 'kerja', 'ke', 'gen', 'z', 'demi', 'atasi', 'pengangguran']","['saran', 'pemprov', 'pelatihan', 'kerja', 'gen', 'z', 'atasi', 'pengangguran']","['saran', 'pemprov', 'latih', 'kerja', 'gen', 'z', 'atas', 'anggur']"
3158,Wakapolri-Kasum TNI Serahkan Hadiah ke Juara Kapolri Cup Basketball 2024,hard,wakapolrikasum tni serahkan hadiah ke juara kapolri cup basketball,"['wakapolrikasum', 'tni', 'serahkan', 'hadiah', 'ke', 'juara', 'kapolri', 'cup', 'basketball']","['wakapolrikasum', 'tni', 'serahkan', 'hadiah', 'juara', 'kapolri', 'cup', 'basketball']","['wakapolrikasum', 'tni', 'serah', 'hadiah', 'juara', 'kapolri', 'cup', 'basketball']"
3159,24 Rumah di Aceh Barat Rusak Parah Diterjang Angin Kencang,hard,rumah di aceh barat rusak parah diterjang angin kencang,"['rumah', 'di', 'aceh', 'barat', 'rusak', 'parah', 'diterjang', 'angin', 'kencang']","['rumah', 'aceh', 'barat', 'rusak', 'parah', 'diterjang', 'angin', 'kencang']","['rumah', 'aceh', 'barat', 'rusak', 'parah', 'terjang', 'angin', 'kencang']"
3160,Bareskrim Bakal Panggil Lagi Benny Rhamdani soal Sosok T Kamis 1 Agustus,hard,bareskrim bakal panggil lagi benny rhamdani soal sosok t kamis agustus,"['bareskrim', 'bakal', 'panggil', 'lagi', 'benny', 'rhamdani', 'soal', 'sosok', 't', 'kamis', 'agustus']","['bareskrim', 'panggil', 'benny', 'rhamdani', 'sosok', 't', 'kamis', 'agustus']","['bareskrim', 'panggil', 'benny', 'rhamdani', 'sosok', 't', 'kamis', 'agustus']"
3161,Pernyataan Terbaru Benny Rhamdani soal Sosok T Usai Diperiksa Bareskrim,hard,pernyataan terbaru benny rhamdani soal sosok t usai diperiksa bareskrim,"['pernyataan', 'terbaru', 'benny', 'rhamdani', 'soal', 'sosok', 't', 'usai', 'diperiksa', 'bareskrim']","['pernyataan', 'terbaru', 'benny', 'rhamdani', 'sosok', 't', 'diperiksa', 'bareskrim']","['nyata', 'baru', 'benny', 'rhamdani', 'sosok', 't', 'periksa', 'bareskrim']"
3162,Ancang-ancang Iran soal 'Yang Tak Terduga' Jika Israel Terus Menyerang,hard,ancangancang iran soal yang tak terduga jika israel terus menyerang,"['ancangancang', 'iran', 'soal', 'yang', 'tak', 'terduga', 'jika', 'israel', 'terus', 'menyerang']","['ancangancang', 'iran', 'terduga', 'israel', 'menyerang']","['ancangancang', 'iran', 'duga', 'israel', 'serang']"
3163,"Kereta di Rusia Terguling Usai Tabrak Truk, Ratusan Orang Terluka",hard,kereta di rusia terguling usai tabrak truk ratusan orang terluka,"['kereta', 'di', 'rusia', 'terguling', 'usai', 'tabrak', 'truk', 'ratusan', 'orang', 'terluka']","['kereta', 'rusia', 'terguling', 'tabrak', 'truk', 'ratusan', 'orang', 'terluka']","['kereta', 'rusia', 'guling', 'tabrak', 'truk', 'ratus', 'orang', 'luka']"
3164,Habiburokhman soal Kepala BP2MI Sebut T Pengendali Judol: Ungkap Kalau Ada Bukti,hard,habiburokhman soal kepala sebut t pengendali judol ungkap kalau ada bukti,"['habiburokhman', 'soal', 'kepala', 'sebut', 't', 'pengendali', 'judol', 'ungkap', 'kalau', 'ada', 'bukti']","['habiburokhman', 'kepala', 't', 'pengendali', 'judol', 'bukti']","['habiburokhman', 'kepala', 't', 'kendali', 'judol', 'bukti']"
3165,PNM Dorong Ekonomi Kerakyatan Melalui Penguatan Peran Perempuan,hard,pnm dorong ekonomi kerakyatan melalui penguatan peran perempuan,"['pnm', 'dorong', 'ekonomi', 'kerakyatan', 'melalui', 'penguatan', 'peran', 'perempuan']","['pnm', 'dorong', 'ekonomi', 'kerakyatan', 'penguatan', 'peran', 'perempuan']","['pnm', 'dorong', 'ekonomi', 'rakyat', 'kuat', 'peran', 'perempuan']"
3166,"Viral Balita Dianiaya di Daycare Depok, Orang Tua Ngadu ke KPAI",hard,viral balita dianiaya di daycare depok orang tua ngadu ke kpai,"['viral', 'balita', 'dianiaya', 'di', 'daycare', 'depok', 'orang', 'tua', 'ngadu', 'ke', 'kpai']","['viral', 'balita', 'dianiaya', 'daycare', 'orang', 'tua', 'ngadu', 'kpai']","['viral', 'balita', 'aniaya', 'daycare', 'orang', 'tua', 'ngadu', 'kpai']"
3167,Dugaan Manipulasi 51 Rapor Siswa SMP Depok Diusut Jaksa,hard,dugaan manipulasi rapor siswa smp depok diusut jaksa,"['dugaan', 'manipulasi', 'rapor', 'siswa', 'smp', 'depok', 'diusut', 'jaksa']","['dugaan', 'manipulasi', 'rapor', 'siswa', 'smp', 'diusut', 'jaksa']","['duga', 'manipulasi', 'rapor', 'siswa', 'smp', 'usut', 'jaksa']"
3168,"Viral Balita Dianiaya di Daycare Depok, Orang Tua Lapor Polisi",hard,viral balita dianiaya di daycare depok orang tua lapor polisi,"['viral', 'balita', 'dianiaya', 'di', 'daycare', 'depok', 'orang', 'tua', 'lapor', 'polisi']","['viral', 'balita', 'dianiaya', 'daycare', 'orang', 'tua', 'lapor', 'polisi']","['viral', 'balita', 'aniaya', 'daycare', 'orang', 'tua', 'lapor', 'polisi']"
3169,"Pemuda Katolik Bertemu Budi Arie, Dorong Berantas Judol dari Hulu ke Hilir",hard,pemuda katolik bertemu budi arie dorong berantas judol dari hulu ke hilir,"['pemuda', 'katolik', 'bertemu', 'budi', 'arie', 'dorong', 'berantas', 'judol', 'dari', 'hulu', 'ke', 'hilir']","['pemuda', 'katolik', 'bertemu', 'budi', 'arie', 'dorong', 'berantas', 'judol', 'hulu', 'hilir']","['pemuda', 'katolik', 'temu', 'budi', 'arie', 'dorong', 'berantas', 'judol', 'hulu', 'hilir']"
3170,"Pasar Ciampea Bogor yang Terbakar Bagian Kios, Pedagang Dievakuasi",hard,pasar ciampea bogor yang terbakar bagian kios pedagang dievakuasi,"['pasar', 'ciampea', 'bogor', 'yang', 'terbakar', 'bagian', 'kios', 'pedagang', 'dievakuasi']","['pasar', 'ciampea', 'terbakar', 'kios', 'pedagang', 'dievakuasi']","['pasar', 'ciampea', 'bakar', 'kios', 'dagang', 'evakuasi']"
3171,Polisi: Admin Medsos Akui Tilap Duit Rp 400 Juta Hasil Endorse Awkarin,hard,polisi admin medsos akui tilap duit rp juta hasil endorse awkarin,"['polisi', 'admin', 'medsos', 'akui', 'tilap', 'duit', 'rp', 'juta', 'hasil', 'endorse', 'awkarin']","['polisi', 'admin', 'medsos', 'akui', 'tilap', 'duit', 'rp', 'juta', 'hasil', 'endorse', 'awkarin']","['polisi', 'admin', 'medsos', 'aku', 'tilap', 'duit', 'rp', 'juta', 'hasil', 'endorse', 'awkarin']"
3172,Viral Flare Menyala di Atap Bus Saat Suporter Rayakan Juara AFF U-19,hard,viral flare menyala di atap bus saat suporter rayakan juara aff,"['viral', 'flare', 'menyala', 'di', 'atap', 'bus', 'saat', 'suporter', 'rayakan', 'juara', 'aff']","['viral', 'flare', 'menyala', 'atap', 'bus', 'suporter', 'rayakan', 'juara', 'aff']","['viral', 'flare', 'nyala', 'atap', 'bus', 'suporter', 'raya', 'juara', 'aff']"
3173,PM Haiti Lolos Tanpa Cedera saat Geng Kriminal Hujani Tembakan,hard,pm haiti lolos tanpa cedera saat geng kriminal hujani tembakan,"['pm', 'haiti', 'lolos', 'tanpa', 'cedera', 'saat', 'geng', 'kriminal', 'hujani', 'tembakan']","['pm', 'haiti', 'lolos', 'cedera', 'geng', 'kriminal', 'hujani', 'tembakan']","['pm', 'haiti', 'lolos', 'cedera', 'geng', 'kriminal', 'hujan', 'tembak']"
